league,game_date,game_id,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,game_datetime_cst
NBA,2000-10-31,,Nets,Cavaliers,82,86,0.0,0.0,82.0,86.0,2000-10-31 18:30:00 CST
NBA,2000-10-31,,Magic,Wizards,97,86,0.0,0.0,97.0,86.0,2000-10-31 18:30:00 CST
NBA,2000-10-31,,Hawks,Hornets,82,106,0.0,0.0,82.0,106.0,2000-10-31 18:30:00 CST
NBA,2000-10-31,,Knicks,76ers,72,101,0.0,0.0,72.0,101.0,2000-10-31 19:00:00 CST
NBA,2000-10-31,,Raptors,Pistons,95,104,0.0,0.0,95.0,104.0,2000-10-31 19:00:00 CST
NBA,2000-10-31,,Mavericks,Bucks,97,93,0.0,0.0,97.0,93.0,2000-10-31 19:00:00 CST
NBA,2000-10-31,,Bulls,Kings,81,100,0.0,0.0,81.0,100.0,2000-10-31 19:30:00 CST
NBA,2000-10-31,,Rockets,Timberwolves,98,106,0.0,0.0,98.0,106.0,2000-10-31 19:30:00 CST
NBA,2000-10-31,,Spurs,Pacers,98,85,0.0,0.0,98.0,85.0,2000-10-31 19:30:00 CST
NBA,2000-10-31,,Jazz,Clippers,107,94,0.0,0.0,107.0,94.0,2000-10-31 20:00:00 CST
NBA,2000-10-31,,Warriors,Suns,96,94,0.0,0.0,96.0,94.0,2000-10-31 21:30:00 CST
NBA,2000-10-31,,Trail Blazers,Lakers,86,96,0.0,0.0,86.0,96.0,2000-10-31 21:30:00 CST
NBA,2000-10-31,,Grizzlies,SuperSonics,94,88,0.0,0.0,94.0,88.0,2000-10-31 21:30:00 CST
NBA,2000-11-01,,Celtics,Pistons,103,83,0.0,0.0,103.0,83.0,2000-11-01 18:00:00 CST
NBA,2000-11-01,,76ers,Raptors,104,98,0.0,0.0,104.0,98.0,2000-11-01 18:00:00 CST
NBA,2000-11-01,,Hornets,Wizards,77,95,0.0,0.0,77.0,95.0,2000-11-01 18:30:00 CST
NBA,2000-11-01,,Cavaliers,Kings,102,100,0.0,0.0,102.0,100.0,2000-11-01 18:30:00 CST
NBA,2000-11-01,,Heat,Magic,105,79,0.0,0.0,105.0,79.0,2000-11-01 19:00:00 CST
NBA,2000-11-01,,SuperSonics,Nuggets,112,99,0.0,0.0,112.0,99.0,2000-11-01 21:00:00 CST
NBA,2000-11-01,,Lakers,Jazz,92,97,0.0,0.0,92.0,97.0,2000-11-01 21:30:00 CST
NBA,2000-11-02,,Knicks,Hawks,94,69,0.0,0.0,94.0,69.0,2000-11-02 18:30:00 CST
NBA,2000-11-02,,Mavericks,Pacers,94,88,0.0,0.0,94.0,88.0,2000-11-02 19:00:00 CST
NBA,2000-11-02,,Spurs,Timberwolves,103,91,0.0,0.0,103.0,91.0,2000-11-02 19:00:00 CST
NBA,2000-11-02,,Rockets,Bucks,115,93,0.0,0.0,115.0,93.0,2000-11-02 19:30:00 CST
NBA,2000-11-02,,Nuggets,Warriors,101,97,0.0,0.0,101.0,97.0,2000-11-02 20:00:00 CST
NBA,2000-11-02,,Suns,Trail Blazers,108,82,0.0,0.0,108.0,82.0,2000-11-02 20:00:00 CST
NBA,2000-11-02,,Clippers,Grizzlies,91,99,0.0,0.0,91.0,99.0,2000-11-02 21:30:00 CST
NBA,2000-11-03,,Wizards,Knicks,76,80,0.0,0.0,76.0,80.0,2000-11-03 18:00:00 CST
NBA,2000-11-03,,Celtics,Raptors,93,91,0.0,0.0,93.0,91.0,2000-11-03 18:30:00 CST
NBA,2000-11-03,,Magic,76ers,80,87,0.0,0.0,80.0,87.0,2000-11-03 18:30:00 CST
NBA,2000-11-03,,Hornets,Heat,83,79,0.0,0.0,83.0,79.0,2000-11-03 18:30:00 CST
NBA,2000-11-03,,Pistons,Kings,93,100,0.0,0.0,93.0,100.0,2000-11-03 19:00:00 CST
NBA,2000-11-03,,Bulls,Nets,82,92,0.0,0.0,82.0,92.0,2000-11-03 19:30:00 CST
NBA,2000-11-04,,Grizzlies,Lakers,89,98,0.0,0.0,89.0,98.0,2000-11-04 14:30:00 CST
NBA,2000-11-04,,Raptors,Wizards,103,96,0.0,0.0,103.0,96.0,2000-11-04 18:00:00 CST
NBA,2000-11-04,,Pacers,Bulls,94,81,0.0,0.0,94.0,81.0,2000-11-04 18:00:00 CST
NBA,2000-11-04,,Heat,76ers,82,84,0.0,0.0,82.0,84.0,2000-11-04 18:30:00 CST
NBA,2000-11-04,,Hawks,Magic,104,107,0.0,0.0,104.0,107.0,2000-11-04 18:30:00 CST
NBA,2000-11-04,,Cavaliers,Celtics,91,89,0.0,0.0,91.0,89.0,2000-11-04 18:30:00 CST
NBA,2000-11-04,,Nets,Hornets,87,98,0.0,0.0,87.0,98.0,2000-11-04 19:00:00 CST
NBA,2000-11-04,,Timberwolves,Kings,99,91,0.0,0.0,99.0,91.0,2000-11-04 19:00:00 CST
NBA,2000-11-04,,Mavericks,Jazz,106,112,0.0,0.0,106.0,112.0,2000-11-04 19:00:00 CST
NBA,2000-11-04,,Bucks,Pistons,97,88,0.0,0.0,97.0,88.0,2000-11-04 19:30:00 CST
NBA,2000-11-04,,Nuggets,Suns,99,102,0.0,0.0,99.0,102.0,2000-11-04 20:00:00 CST
NBA,2000-11-04,,SuperSonics,Trail Blazers,90,97,0.0,0.0,90.0,97.0,2000-11-04 21:00:00 CST
NBA,2000-11-04,,Clippers,Rockets,77,74,0.0,0.0,77.0,74.0,2000-11-04 21:30:00 CST
NBA,2000-11-04,,Warriors,Spurs,105,117,0.0,0.0,105.0,117.0,2000-11-04 21:30:00 CST
NBA,2000-11-05,,Suns,Rockets,104,99,0.0,0.0,104.0,99.0,2000-11-05 19:00:00 CST
NBA,2000-11-05,,Lakers,Clippers,108,103,0.0,0.0,108.0,103.0,2000-11-05 20:30:00 CST
NBA,2000-11-06,,Magic,SuperSonics,110,99,0.0,0.0,110.0,99.0,2000-11-06 18:30:00 CST
NBA,2000-11-06,,Nuggets,Mavericks,96,108,0.0,0.0,96.0,108.0,2000-11-06 20:00:00 CST
NBA,2000-11-06,,Jazz,Timberwolves,98,92,0.0,0.0,98.0,92.0,2000-11-06 20:00:00 CST
NBA,2000-11-06,,Grizzlies,Hawks,97,87,0.0,0.0,97.0,87.0,2000-11-06 21:00:00 CST
NBA,2000-11-06,,Kings,Trail Blazers,79,75,0.0,0.0,79.0,75.0,2000-11-06 21:30:00 CST
NBA,2000-11-07,,Raptors,Celtics,105,75,0.0,0.0,105.0,75.0,2000-11-07 18:00:00 CST
NBA,2000-11-07,,Bucks,Knicks,89,103,0.0,0.0,89.0,103.0,2000-11-07 19:00:00 CST
NBA,2000-11-07,,Bulls,Wizards,83,88,0.0,0.0,83.0,88.0,2000-11-07 19:30:00 CST
NBA,2000-11-07,,Rockets,Lakers,84,74,0.0,0.0,84.0,74.0,2000-11-07 19:30:00 CST
NBA,2000-11-07,,Suns,Spurs,100,81,0.0,0.0,100.0,81.0,2000-11-07 20:00:00 CST
NBA,2000-11-07,,Trail Blazers,Hawks,97,88,0.0,0.0,97.0,88.0,2000-11-07 21:00:00 CST
NBA,2000-11-08,,76ers,Pistons,103,94,0.0,0.0,103.0,94.0,2000-11-08 18:00:00 CST
NBA,2000-11-08,,Wizards,Nets,86,102,0.0,0.0,86.0,102.0,2000-11-08 18:00:00 CST
NBA,2000-11-08,,Pacers,Bucks,108,97,0.0,0.0,108.0,97.0,2000-11-08 18:00:00 CST
NBA,2000-11-08,,Knicks,Cavaliers,97,99,0.0,0.0,97.0,99.0,2000-11-08 18:30:00 CST
NBA,2000-11-08,,Magic,Hornets,90,96,0.0,0.0,90.0,96.0,2000-11-08 18:30:00 CST
NBA,2000-11-08,,Heat,SuperSonics,87,81,0.0,0.0,87.0,81.0,2000-11-08 18:30:00 CST
NBA,2000-11-08,,Mavericks,Grizzlies,74,101,0.0,0.0,74.0,101.0,2000-11-08 19:00:00 CST
NBA,2000-11-08,,Spurs,Lakers,91,81,0.0,0.0,91.0,81.0,2000-11-08 19:00:00 CST
NBA,2000-11-08,,Nuggets,Timberwolves,109,107,0.0,0.0,109.0,107.0,2000-11-08 20:00:00 CST
NBA,2000-11-08,,Clippers,Jazz,87,93,0.0,0.0,87.0,93.0,2000-11-08 21:30:00 CST
NBA,2000-11-08,,Kings,Warriors,115,84,0.0,0.0,115.0,84.0,2000-11-08 21:30:00 CST
NBA,2000-11-09,,Nets,Pistons,94,108,0.0,0.0,94.0,108.0,2000-11-09 18:30:00 CST
NBA,2000-11-09,,Hornets,SuperSonics,94,102,0.0,0.0,94.0,102.0,2000-11-09 18:30:00 CST
NBA,2000-11-09,,Timberwolves,76ers,82,84,0.0,0.0,82.0,84.0,2000-11-09 19:00:00 CST
NBA,2000-11-09,,Bulls,Magic,95,90,0.0,0.0,95.0,90.0,2000-11-09 19:30:00 CST
NBA,2000-11-09,,Rockets,Grizzlies,85,78,0.0,0.0,85.0,78.0,2000-11-09 19:30:00 CST
NBA,2000-11-09,,Suns,Hawks,88,79,0.0,0.0,88.0,79.0,2000-11-09 20:00:00 CST
NBA,2000-11-09,,Trail Blazers,Nuggets,107,91,0.0,0.0,107.0,91.0,2000-11-09 21:00:00 CST
NBA,2000-11-10,,Wizards,Pacers,74,86,0.0,0.0,74.0,86.0,2000-11-10 18:00:00 CST
NBA,2000-11-10,,Raptors,Cavaliers,115,88,0.0,0.0,115.0,88.0,2000-11-10 18:00:00 CST
NBA,2000-11-10,,Celtics,Knicks,101,103,0.0,0.0,101.0,103.0,2000-11-10 18:30:00 CST
NBA,2000-11-10,,Mavericks,Spurs,79,77,0.0,0.0,79.0,77.0,2000-11-10 19:00:00 CST
NBA,2000-11-10,,Jazz,Heat,80,87,0.0,0.0,80.0,87.0,2000-11-10 20:00:00 CST
NBA,2000-11-10,,Clippers,Hawks,115,106,0.0,0.0,115.0,106.0,2000-11-10 21:30:00 CST
NBA,2000-11-10,,Warriors,Kings,107,114,0.0,0.0,107.0,114.0,2000-11-10 21:30:00 CST
NBA,2000-11-11,,Nets,SuperSonics,126,91,0.0,0.0,126.0,91.0,2000-11-11 12:00:00 CST
NBA,2000-11-11,,Pacers,Pistons,94,84,0.0,0.0,94.0,84.0,2000-11-11 18:00:00 CST
NBA,2000-11-11,,Knicks,Hornets,81,67,0.0,0.0,81.0,67.0,2000-11-11 18:30:00 CST
NBA,2000-11-11,,Cavaliers,Wizards,86,73,0.0,0.0,86.0,73.0,2000-11-11 18:30:00 CST
NBA,2000-11-11,,76ers,Celtics,85,83,0.0,0.0,85.0,83.0,2000-11-11 19:00:00 CST
NBA,2000-11-11,,Bulls,Raptors,75,98,0.0,0.0,75.0,98.0,2000-11-11 19:30:00 CST
NBA,2000-11-11,,Bucks,Timberwolves,92,103,0.0,0.0,92.0,103.0,2000-11-11 19:30:00 CST
NBA,2000-11-11,,Spurs,Grizzlies,91,78,0.0,0.0,91.0,78.0,2000-11-11 19:30:00 CST
NBA,2000-11-11,,Suns,Heat,84,82,0.0,0.0,84.0,82.0,2000-11-11 20:00:00 CST
NBA,2000-11-11,,Trail Blazers,Rockets,111,88,0.0,0.0,111.0,88.0,2000-11-11 21:00:00 CST
NBA,2000-11-12,,Pistons,SuperSonics,101,92,0.0,0.0,101.0,92.0,2000-11-12 17:00:00 CST
NBA,2000-11-12,,Nuggets,Clippers,95,79,0.0,0.0,95.0,79.0,2000-11-12 20:00:00 CST
NBA,2000-11-12,,Warriors,Magic,99,105,0.0,0.0,99.0,105.0,2000-11-12 20:00:00 CST
NBA,2000-11-12,,Kings,Mavericks,109,84,0.0,0.0,109.0,84.0,2000-11-12 20:00:00 CST
NBA,2000-11-12,,Lakers,Rockets,105,99,0.0,0.0,105.0,99.0,2000-11-12 20:30:00 CST
NBA,2000-11-13,,Nets,Trail Blazers,82,94,0.0,0.0,82.0,94.0,2000-11-13 18:30:00 CST
NBA,2000-11-13,,Clippers,Mavericks,76,90,0.0,0.0,76.0,90.0,2000-11-13 21:30:00 CST
NBA,2000-11-14,,Heat,Hornets,89,86,0.0,0.0,89.0,86.0,2000-11-14 18:30:00 CST
NBA,2000-11-14,,Hawks,Trail Blazers,99,97,0.0,0.0,99.0,97.0,2000-11-14 18:30:00 CST
NBA,2000-11-14,,Cavaliers,Warriors,96,86,0.0,0.0,96.0,86.0,2000-11-14 18:30:00 CST
NBA,2000-11-14,,Kings,Magic,96,82,0.0,0.0,96.0,82.0,2000-11-14 19:00:00 CST
NBA,2000-11-14,,Rockets,Bulls,110,83,0.0,0.0,110.0,83.0,2000-11-14 19:30:00 CST
NBA,2000-11-14,,Spurs,Jazz,86,79,0.0,0.0,86.0,79.0,2000-11-14 19:30:00 CST
NBA,2000-11-14,,Lakers,Nuggets,119,103,0.0,0.0,119.0,103.0,2000-11-14 21:30:00 CST
NBA,2000-11-14,,SuperSonics,Knicks,96,75,0.0,0.0,96.0,75.0,2000-11-14 21:30:00 CST
NBA,2000-11-15,,Celtics,Wizards,116,109,0.0,0.0,116.0,109.0,2000-11-15 18:00:00 CST
NBA,2000-11-15,,76ers,Cavaliers,107,98,0.0,0.0,107.0,98.0,2000-11-15 18:00:00 CST
NBA,2000-11-15,,Pistons,Pacers,88,92,0.0,0.0,88.0,92.0,2000-11-15 18:30:00 CST
NBA,2000-11-15,,Nets,Heat,93,91,0.0,0.0,93.0,91.0,2000-11-15 19:00:00 CST
NBA,2000-11-15,,Bucks,Hawks,84,74,0.0,0.0,84.0,74.0,2000-11-15 19:00:00 CST
NBA,2000-11-15,,Timberwolves,Warriors,92,90,0.0,0.0,92.0,90.0,2000-11-15 19:00:00 CST
NBA,2000-11-15,,Suns,Mavericks,99,78,0.0,0.0,99.0,78.0,2000-11-15 20:00:00 CST
NBA,2000-11-15,,Clippers,Knicks,78,74,0.0,0.0,78.0,74.0,2000-11-15 21:30:00 CST
NBA,2000-11-16,,Wizards,Spurs,95,99,0.0,0.0,95.0,99.0,2000-11-16 18:00:00 CST
NBA,2000-11-16,,Raptors,Trail Blazers,80,86,0.0,0.0,80.0,86.0,2000-11-16 18:00:00 CST
NBA,2000-11-16,,Kings,Lakers,110,112,0.0,0.0,110.0,112.0,2000-11-16 19:00:00 CST
NBA,2000-11-16,,Rockets,Hornets,84,80,0.0,0.0,84.0,80.0,2000-11-16 19:30:00 CST
NBA,2000-11-16,,Nuggets,Bulls,89,85,0.0,0.0,89.0,85.0,2000-11-16 20:00:00 CST
NBA,2000-11-16,,Jazz,Magic,99,84,0.0,0.0,99.0,84.0,2000-11-16 20:00:00 CST
NBA,2000-11-16,,Grizzlies,Clippers,72,76,0.0,0.0,72.0,76.0,2000-11-16 21:00:00 CST
NBA,2000-11-17,,76ers,Heat,94,73,0.0,0.0,94.0,73.0,2000-11-17 18:00:00 CST
NBA,2000-11-17,,Pacers,Warriors,90,92,0.0,0.0,90.0,92.0,2000-11-17 18:00:00 CST
NBA,2000-11-17,,Celtics,Hawks,106,99,0.0,0.0,106.0,99.0,2000-11-17 18:30:00 CST
NBA,2000-11-17,,Hornets,Pistons,89,96,0.0,0.0,89.0,96.0,2000-11-17 18:30:00 CST
NBA,2000-11-17,,Timberwolves,Spurs,99,94,0.0,0.0,99.0,94.0,2000-11-17 19:00:00 CST
NBA,2000-11-17,,Bucks,Cavaliers,89,76,0.0,0.0,89.0,76.0,2000-11-17 19:30:00 CST
NBA,2000-11-17,,Suns,Knicks,85,90,0.0,0.0,85.0,90.0,2000-11-17 20:00:00 CST
NBA,2000-11-17,,SuperSonics,Mavericks,95,99,0.0,0.0,95.0,99.0,2000-11-17 21:00:00 CST
NBA,2000-11-18,,Wizards,Celtics,109,89,0.0,0.0,109.0,89.0,2000-11-18 18:00:00 CST
NBA,2000-11-18,,Raptors,Bucks,111,102,0.0,0.0,111.0,102.0,2000-11-18 18:00:00 CST
NBA,2000-11-18,,Heat,Trail Blazers,86,80,0.0,0.0,86.0,80.0,2000-11-18 18:30:00 CST
NBA,2000-11-18,,Hawks,Timberwolves,84,94,0.0,0.0,84.0,94.0,2000-11-18 18:30:00 CST
NBA,2000-11-18,,Nets,Pacers,97,92,0.0,0.0,97.0,92.0,2000-11-18 19:00:00 CST
NBA,2000-11-18,,Rockets,Suns,94,89,0.0,0.0,94.0,89.0,2000-11-18 19:30:00 CST
NBA,2000-11-18,,Nuggets,Lakers,87,86,0.0,0.0,87.0,86.0,2000-11-18 20:00:00 CST
NBA,2000-11-18,,Jazz,Bulls,109,64,0.0,0.0,109.0,64.0,2000-11-18 20:00:00 CST
NBA,2000-11-18,,Grizzlies,Mavericks,88,91,0.0,0.0,88.0,91.0,2000-11-18 21:00:00 CST
NBA,2000-11-18,,Clippers,SuperSonics,83,86,0.0,0.0,83.0,86.0,2000-11-18 21:30:00 CST
NBA,2000-11-19,,Magic,Trail Blazers,102,110,0.0,0.0,102.0,110.0,2000-11-19 17:00:00 CST
NBA,2000-11-19,,Pistons,Hornets,96,105,0.0,0.0,96.0,105.0,2000-11-19 18:00:00 CST
NBA,2000-11-19,,Knicks,Warriors,88,71,0.0,0.0,88.0,71.0,2000-11-19 19:00:00 CST
NBA,2000-11-19,,Lakers,Bulls,104,96,0.0,0.0,104.0,96.0,2000-11-19 20:30:00 CST
NBA,2000-11-20,,Celtics,76ers,90,114,0.0,0.0,90.0,114.0,2000-11-20 18:00:00 CST
NBA,2000-11-20,,Raptors,Hornets,64,100,0.0,0.0,64.0,100.0,2000-11-20 18:00:00 CST
NBA,2000-11-20,,Jazz,Mavericks,98,107,0.0,0.0,98.0,107.0,2000-11-20 20:00:00 CST
NBA,2000-11-20,,Grizzlies,Nuggets,92,95,0.0,0.0,92.0,95.0,2000-11-20 21:00:00 CST
NBA,2000-11-20,,Clippers,Nets,85,86,0.0,0.0,85.0,86.0,2000-11-20 21:30:00 CST
NBA,2000-11-21,,Wizards,Trail Blazers,94,104,0.0,0.0,94.0,104.0,2000-11-21 18:00:00 CST
NBA,2000-11-21,,Pacers,Rockets,89,101,0.0,0.0,89.0,101.0,2000-11-21 18:00:00 CST
NBA,2000-11-21,,Cavaliers,Pistons,117,98,0.0,0.0,117.0,98.0,2000-11-21 18:30:00 CST
NBA,2000-11-21,,Magic,Knicks,84,85,0.0,0.0,84.0,85.0,2000-11-21 19:00:00 CST
NBA,2000-11-21,,Mavericks,SuperSonics,110,116,0.0,0.0,110.0,116.0,2000-11-21 19:00:00 CST
NBA,2000-11-21,,Warriors,Bulls,89,77,0.0,0.0,89.0,77.0,2000-11-21 21:30:00 CST
NBA,2000-11-22,,Celtics,Rockets,96,81,0.0,0.0,96.0,81.0,2000-11-22 18:00:00 CST
NBA,2000-11-22,,Heat,Cavaliers,67,86,0.0,0.0,67.0,86.0,2000-11-22 18:30:00 CST
NBA,2000-11-22,,Hornets,76ers,88,73,0.0,0.0,88.0,73.0,2000-11-22 18:30:00 CST
NBA,2000-11-22,,Hawks,Knicks,78,74,0.0,0.0,78.0,74.0,2000-11-22 18:30:00 CST
NBA,2000-11-22,,Bucks,Trail Blazers,84,93,0.0,0.0,84.0,93.0,2000-11-22 19:00:00 CST
NBA,2000-11-22,,Timberwolves,Grizzlies,101,100,0.0,0.0,101.0,100.0,2000-11-22 19:00:00 CST
NBA,2000-11-22,,Spurs,SuperSonics,112,85,0.0,0.0,112.0,85.0,2000-11-22 19:30:00 CST
NBA,2000-11-22,,Jazz,Nuggets,116,78,0.0,0.0,116.0,78.0,2000-11-22 20:00:00 CST
NBA,2000-11-22,,Suns,Nets,97,85,0.0,0.0,97.0,85.0,2000-11-22 20:00:00 CST
NBA,2000-11-22,,Lakers,Warriors,111,91,0.0,0.0,111.0,91.0,2000-11-22 21:30:00 CST
NBA,2000-11-22,,Kings,Bulls,100,71,0.0,0.0,100.0,71.0,2000-11-22 21:30:00 CST
NBA,2000-11-23,,Pacers,Raptors,91,111,0.0,0.0,91.0,111.0,2000-11-23 19:00:00 CST
NBA,2000-11-24,,Celtics,Magic,103,98,0.0,0.0,103.0,98.0,2000-11-24 18:30:00 CST
NBA,2000-11-24,,Hawks,76ers,67,76,0.0,0.0,67.0,76.0,2000-11-24 18:30:00 CST
NBA,2000-11-24,,Cavaliers,Heat,85,80,0.0,0.0,85.0,80.0,2000-11-24 18:30:00 CST
NBA,2000-11-24,,Pistons,Grizzlies,118,96,0.0,0.0,118.0,96.0,2000-11-24 19:00:00 CST
NBA,2000-11-24,,Pacers,Wizards,99,87,0.0,0.0,99.0,87.0,2000-11-24 19:00:00 CST
NBA,2000-11-24,,Bucks,Hornets,90,106,0.0,0.0,90.0,106.0,2000-11-24 19:30:00 CST
NBA,2000-11-24,,Nuggets,Spurs,102,92,0.0,0.0,102.0,92.0,2000-11-24 20:00:00 CST
NBA,2000-11-24,,Suns,Warriors,80,74,0.0,0.0,80.0,74.0,2000-11-24 20:00:00 CST
NBA,2000-11-24,,Jazz,Nets,97,85,0.0,0.0,97.0,85.0,2000-11-24 21:00:00 CST
NBA,2000-11-24,,SuperSonics,Clippers,98,81,0.0,0.0,98.0,81.0,2000-11-24 21:00:00 CST
NBA,2000-11-24,,Lakers,Timberwolves,115,108,0.0,0.0,115.0,108.0,2000-11-24 21:30:00 CST
NBA,2000-11-25,,Knicks,Raptors,75,79,0.0,0.0,75.0,79.0,2000-11-25 12:00:00 CST
NBA,2000-11-25,,Magic,Hawks,114,92,0.0,0.0,114.0,92.0,2000-11-25 18:30:00 CST
NBA,2000-11-25,,Heat,Rockets,80,91,0.0,0.0,80.0,91.0,2000-11-25 18:30:00 CST
NBA,2000-11-25,,Hornets,Cavaliers,109,98,0.0,0.0,109.0,98.0,2000-11-25 18:30:00 CST
NBA,2000-11-25,,Wizards,Bucks,107,100,0.0,0.0,107.0,100.0,2000-11-25 19:00:00 CST
NBA,2000-11-25,,Mavericks,Nuggets,108,84,0.0,0.0,108.0,84.0,2000-11-25 19:00:00 CST
NBA,2000-11-25,,Spurs,76ers,96,76,0.0,0.0,96.0,76.0,2000-11-25 19:30:00 CST
NBA,2000-11-25,,Trail Blazers,Nets,86,84,0.0,0.0,86.0,84.0,2000-11-25 21:00:00 CST
NBA,2000-11-25,,Clippers,Suns,89,95,0.0,0.0,89.0,95.0,2000-11-25 21:30:00 CST
NBA,2000-11-25,,Warriors,Timberwolves,114,93,0.0,0.0,114.0,93.0,2000-11-25 21:30:00 CST
NBA,2000-11-25,,Kings,SuperSonics,125,101,0.0,0.0,125.0,101.0,2000-11-25 21:30:00 CST
NBA,2000-11-26,,Celtics,Grizzlies,87,98,0.0,0.0,87.0,98.0,2000-11-26 11:30:00 CST
NBA,2000-11-26,,Raptors,Bulls,101,89,0.0,0.0,101.0,89.0,2000-11-26 14:00:00 CST
NBA,2000-11-26,,Pistons,Jazz,79,94,0.0,0.0,79.0,94.0,2000-11-26 18:00:00 CST
NBA,2000-11-27,,Knicks,Grizzlies,97,72,0.0,0.0,97.0,72.0,2000-11-27 18:30:00 CST
NBA,2000-11-27,,Magic,Bucks,95,104,0.0,0.0,95.0,104.0,2000-11-27 18:30:00 CST
NBA,2000-11-27,,Clippers,Lakers,83,98,0.0,0.0,83.0,98.0,2000-11-27 21:30:00 CST
NBA,2000-11-28,,Wizards,Hawks,75,102,0.0,0.0,75.0,102.0,2000-11-28 18:00:00 CST
NBA,2000-11-28,,Nets,Jazz,92,98,0.0,0.0,92.0,98.0,2000-11-28 18:30:00 CST
NBA,2000-11-28,,Heat,Bucks,101,102,0.0,0.0,101.0,102.0,2000-11-28 18:30:00 CST
NBA,2000-11-28,,Cavaliers,Celtics,72,87,0.0,0.0,72.0,87.0,2000-11-28 18:30:00 CST
NBA,2000-11-28,,Mavericks,Raptors,107,93,0.0,0.0,107.0,93.0,2000-11-28 19:00:00 CST
NBA,2000-11-28,,Bulls,Timberwolves,76,96,0.0,0.0,76.0,96.0,2000-11-28 19:30:00 CST
NBA,2000-11-28,,Rockets,Kings,81,88,0.0,0.0,81.0,88.0,2000-11-28 19:30:00 CST
NBA,2000-11-28,,Trail Blazers,SuperSonics,93,105,0.0,0.0,93.0,105.0,2000-11-28 21:00:00 CST
NBA,2000-11-28,,Lakers,Pacers,124,107,0.0,0.0,124.0,107.0,2000-11-28 21:30:00 CST
NBA,2000-11-29,,76ers,Wizards,93,87,0.0,0.0,93.0,87.0,2000-11-29 18:00:00 CST
NBA,2000-11-29,,Magic,Jazz,86,88,0.0,0.0,86.0,88.0,2000-11-29 18:30:00 CST
NBA,2000-11-29,,Hornets,Raptors,103,79,0.0,0.0,103.0,79.0,2000-11-29 18:30:00 CST
NBA,2000-11-29,,Pistons,Nets,97,76,0.0,0.0,97.0,76.0,2000-11-29 18:30:00 CST
NBA,2000-11-29,,Knicks,Heat,81,84,0.0,0.0,81.0,84.0,2000-11-29 19:00:00 CST
NBA,2000-11-29,,Timberwolves,Nuggets,100,107,0.0,0.0,100.0,107.0,2000-11-29 19:00:00 CST
NBA,2000-11-29,,Spurs,Kings,82,79,0.0,0.0,82.0,79.0,2000-11-29 19:30:00 CST
NBA,2000-11-29,,Grizzlies,Suns,109,106,0.0,0.0,109.0,106.0,2000-11-29 21:00:00 CST
NBA,2000-11-29,,Clippers,Warriors,106,83,0.0,0.0,106.0,83.0,2000-11-29 21:30:00 CST
NBA,2000-11-30,,Hawks,Bulls,82,91,0.0,0.0,82.0,91.0,2000-11-30 18:00:00 CST
NBA,2000-11-30,,Bucks,Celtics,108,97,0.0,0.0,108.0,97.0,2000-11-30 19:00:00 CST
NBA,2000-11-30,,Nuggets,Rockets,105,109,0.0,0.0,105.0,109.0,2000-11-30 20:00:00 CST
NBA,2000-11-30,,Trail Blazers,Mavericks,95,84,0.0,0.0,95.0,84.0,2000-11-30 21:00:00 CST
NBA,2000-11-30,,SuperSonics,Lakers,121,88,0.0,0.0,121.0,88.0,2000-11-30 21:00:00 CST
NBA,2000-11-30,,Warriors,Pacers,99,95,0.0,0.0,99.0,95.0,2000-11-30 21:30:00 CST
NBA,2000-12-01,,76ers,Hornets,95,74,0.0,0.0,95.0,74.0,2000-12-01 18:00:00 CST
NBA,2000-12-01,,Raptors,Clippers,104,95,0.0,0.0,104.0,95.0,2000-12-01 18:00:00 CST
NBA,2000-12-01,,Celtics,Timberwolves,98,102,0.0,0.0,98.0,102.0,2000-12-01 18:30:00 CST
NBA,2000-12-01,,Magic,Nets,83,80,0.0,0.0,83.0,80.0,2000-12-01 18:30:00 CST
NBA,2000-12-01,,Heat,Jazz,92,94,0.0,0.0,92.0,94.0,2000-12-01 18:30:00 CST
NBA,2000-12-01,,Pistons,Cavaliers,103,93,0.0,0.0,103.0,93.0,2000-12-01 19:00:00 CST
NBA,2000-12-01,,Bulls,Knicks,86,91,0.0,0.0,86.0,91.0,2000-12-01 19:30:00 CST
NBA,2000-12-01,,Grizzlies,Pacers,76,86,0.0,0.0,76.0,86.0,2000-12-01 21:00:00 CST
NBA,2000-12-01,,Lakers,Spurs,109,100,0.0,0.0,109.0,100.0,2000-12-01 21:30:00 CST
NBA,2000-12-01,,Kings,Suns,105,98,0.0,0.0,105.0,98.0,2000-12-01 21:30:00 CST
NBA,2000-12-02,,Hawks,Bucks,101,94,0.0,0.0,101.0,94.0,2000-12-02 13:30:00 CST
NBA,2000-12-02,,Knicks,Timberwolves,100,90,0.0,0.0,100.0,90.0,2000-12-02 18:30:00 CST
NBA,2000-12-02,,Nets,Magic,74,95,0.0,0.0,74.0,95.0,2000-12-02 18:30:00 CST
NBA,2000-12-02,,Hornets,Jazz,94,89,0.0,0.0,94.0,89.0,2000-12-02 18:30:00 CST
NBA,2000-12-02,,Cavaliers,76ers,78,112,0.0,0.0,78.0,112.0,2000-12-02 18:30:00 CST
NBA,2000-12-02,,Wizards,Heat,90,93,0.0,0.0,90.0,93.0,2000-12-02 19:00:00 CST
